Mar 19 15:08:55.136 VTTY: Console port: waiting connection on tcp port 2005 for protocol IPv4 (FD 10)
Mar 19 15:08:55.140 slot0: C/H/S settings = 0/4/32
Mar 19 15:08:55.140 slot1: C/H/S settings = 0/4/32
Mar 19 15:08:55.370 C3745_BOOT: starting instance (CPU0 PC=0xffffffffbfc00000,idle_pc=0x0,JIT on)
Mar 19 15:08:55.370 CPU0: CPU_STATE: Starting CPU (old state=2)...
Mar 19 15:08:55.538 ROM: Microcode has started.
Mar 19 15:08:55.542 ROM: trying to read bootvar 'WARM_REBOOT'
Mar 19 15:08:55.544 CPU0: IO_FPGA: write to unknown addr 0x30, value=0x0, pc=0xffffffff80a99108 (size=1)
Mar 19 15:08:55.544 CPU0: IO_FPGA: read from unknown addr 0x30, pc=0xffffffff80a9911c (size=1)
Mar 19 15:08:55.649 CPU0: IO_FPGA: read from unknown addr 0x6, pc=0x6026e48c (size=2)
Mar 19 15:08:55.650 CPU0: IO_FPGA: read from unknown addr 0x10000a, pc=0x60275d88 (size=2)
Mar 19 15:08:55.650 CPU0: IO_FPGA: write to unknown addr 0x10000a, value=0x0, pc=0x60275d98 (size=2)
Mar 19 15:08:55.650 ROM: unhandled syscall 0x00000047 at pc=0x60a9a89c (a1=0x80007db4,a2=0x00000010,a3=0xbfb00000)
Mar 19 15:08:56.020 ROM: trying to read bootvar 'RANDOM_NUM'
Mar 19 15:08:56.055 CPU0: IO_FPGA: write to unknown addr 0x2e, value=0x20, pc=0x6028323c (size=2)
Mar 19 15:08:56.056 CPU0: PCI: write request (data=0x24000000) for device 'gt96100' at pc=0x60286060: bus=0,device=0,function=0,reg=0xa0
Mar 19 15:08:56.056 CPU0: IO_FPGA: read from unknown addr 0x16, pc=0x6027609c (size=2)
Mar 19 15:08:57.950 ROM: unhandled syscall 0x0000003e at pc=0x60a9a89c (a1=0x80007da4,a2=0x00002580,a3=0x64570000)
Mar 19 15:08:57.950 ROM: unhandled syscall 0x00000047 at pc=0x60a9a89c (a1=0x80007dac,a2=0x00000000,a3=0x64570000)
Mar 19 15:08:58.702 ROM: trying to read bootvar 'BOOT'
Mar 19 15:08:58.702 ROM: trying to read bootvar 'CONFIG_FILE'
Mar 19 15:08:58.702 ROM: trying to read bootvar 'BOOTLDR'
Mar 19 15:08:58.702 ROM: trying to read bootvar 'RSHELF'
Mar 19 15:08:58.702 ROM: trying to read bootvar 'DSHELF'
Mar 19 15:08:58.702 ROM: trying to read bootvar 'DSHELFINFO'
Mar 19 15:08:58.702 ROM: trying to read bootvar 'RESET_COUNTER'
Mar 19 15:08:58.702 ROM: trying to read bootvar 'CHRG_LOCRECSN'
Mar 19 15:08:58.702 ROM: trying to read bootvar 'CHRG_ID'
Mar 19 15:08:58.702 ROM: trying to read bootvar 'SLOTCACHE'
Mar 19 15:08:58.702 ROM: trying to read bootvar 'OVERTEMP'
Mar 19 15:08:58.702 ROM: trying to read bootvar 'DIAG'
Mar 19 15:08:58.702 ROM: trying to read bootvar 'WARM_REBOOT'
Mar 19 15:08:58.789 CPU0: IO_FPGA: read from unknown addr 0x16, pc=0x6081679c (size=2)
Mar 19 15:08:58.789 CPU0: MTS: read  access to undefined address 0x3c080022 at pc=0x60816398 (size=1)
Mar 19 15:08:58.789 CPU0: MTS: read  access to undefined address 0x3c08002b at pc=0x608163dc (size=1)
Mar 19 15:08:58.789 CPU0: MTS: write access to undefined address 0x3c08002b at pc=0x608163e8, value=0x00000020 (size=1)
Mar 19 15:08:58.789 CPU0: MTS: read  access to undefined address 0x3c08002b at pc=0x608163ec (size=1)
Mar 19 15:08:58.789 CPU0: MTS: write access to undefined address 0x3c08002b at pc=0x608163f4, value=0x00000000 (size=1)
Mar 19 15:08:58.789 CPU0: MTS: read  access to undefined address 0x3c08002b at pc=0x60816400 (size=1)
Mar 19 15:08:58.789 CPU0: MTS: write access to undefined address 0x3c08002b at pc=0x6081640c, value=0x00000040 (size=1)
Mar 19 15:08:58.789 CPU0: MTS: read  access to undefined address 0x3c080023 at pc=0x60816420 (size=1)
Mar 19 15:08:58.789 CPU0: MTS: write access to undefined address 0x3c080023 at pc=0x6081642c, value=0x00000000 (size=1)
Mar 19 15:08:58.789 CPU0: MTS: read  access to undefined address 0x3c080023 at pc=0x60816438 (size=1)
Mar 19 15:08:58.789 CPU0: MTS: write access to undefined address 0x3c080023 at pc=0x60816448, value=0x00000080 (size=1)
Mar 19 15:08:58.789 CPU0: MTS: read  access to undefined address 0x3c000002 at pc=0x608181e8 (size=1)
Mar 19 15:08:58.789 CPU0: MTS: write access to undefined address 0x3c000002 at pc=0x608181f4, value=0x00000080 (size=1)
Mar 19 15:08:58.789 CPU0: MTS: read  access to undefined address 0x3c000002 at pc=0x608181f8 (size=1)
Mar 19 15:08:58.897 CPU0: MTS: read  access to undefined address 0x3c000002 at pc=0x60818220 (size=1)
Mar 19 15:08:59.004 CPU0: MTS: read  access to undefined address 0x3c000002 at pc=0x60818220 (size=1)
Mar 19 15:08:59.110 CPU0: MTS: read  access to undefined address 0x3c000002 at pc=0x60818220 (size=1)
Mar 19 15:08:59.217 CPU0: MTS: read  access to undefined address 0x3c000002 at pc=0x60818220 (size=1)
Mar 19 15:08:59.325 CPU0: MTS: read  access to undefined address 0x3c000002 at pc=0x60818220 (size=1)
Mar 19 15:08:59.432 CPU0: MTS: read  access to undefined address 0x3c000002 at pc=0x60818220 (size=1)
Mar 19 15:08:59.432 CPU0: MTS: write access to undefined address 0x3c080007 at pc=0x60816534, value=0x00000002 (size=1)
Mar 19 15:08:59.432 CPU0: MTS: write access to undefined address 0x3c080008 at pc=0x6081653c, value=0x00000002 (size=1)
Mar 19 15:08:59.432 CPU0: MTS: write access to undefined address 0x3c080009 at pc=0x60816544, value=0x00000002 (size=1)
Mar 19 15:08:59.432 CPU0: MTS: write access to undefined address 0x3c08000a at pc=0x60816548, value=0x00000002 (size=1)
Mar 19 15:08:59.432 CPU0: MTS: write access to undefined address 0x3c08000b at pc=0x6081654c, value=0x00000002 (size=1)
Mar 19 15:08:59.432 CPU0: MTS: write access to undefined address 0x3c08000c at pc=0x60816550, value=0x00000002 (size=1)
Mar 19 15:08:59.433 CPU0: MTS: read  access to undefined address 0x3c080022 at pc=0x608173d4 (size=1)
Mar 19 15:09:00.003 CPU0: IO_FPGA: read from unknown addr 0x4c, pc=0x60277288 (size=2)
Mar 19 15:09:00.003 CPU0: IO_FPGA: write to unknown addr 0x4c, value=0x0, pc=0x60277290 (size=2)
Mar 19 15:09:00.003 CPU0: IO_FPGA: read from unknown addr 0x2e, pc=0x602772b0 (size=2)
Mar 19 15:09:00.003 CPU0: IO_FPGA: write to unknown addr 0x2e, value=0x40, pc=0x602772c0 (size=2)
Mar 19 15:09:00.037 CPU0: JIT: partial JIT flush (count=871)
Mar 19 15:09:00.317 CPU0: JIT: flushing data structures (compiled pages=1028)
Mar 19 15:09:00.561 CPU0: JIT: partial JIT flush (count=912)
Mar 19 15:09:00.886 ROM: trying to read bootvar 'PMDEBUG'
Mar 19 15:09:00.891 ROM: trying to read bootvar 'MONDEBUG'
Mar 19 15:09:01.242 CPU0: JIT: flushing data structures (compiled pages=1057)
Mar 19 15:09:01.316 ROM: unhandled syscall 0x0000001a at pc=0x60a9a89c (a1=0x653b6d84,a2=0x00000001,a3=0x00000023)
Mar 19 15:09:01.316 ROM: unhandled syscall 0x00000009 at pc=0x60a9a89c (a1=0x653b6d84,a2=0x00000001,a3=0x00000023)
Mar 19 15:09:01.551 CPU0: IO_FPGA: read from unknown addr 0x16, pc=0x6081675c (size=2)
Mar 19 15:09:01.551 CPU0: IO_FPGA: write to unknown addr 0x16, value=0x1, pc=0x60816764 (size=2)
Mar 19 15:09:01.552 ROM: trying to read bootvar 'ROM_PERSISTENT_UTC'
Mar 19 15:09:01.634 CPU0: JIT: partial JIT flush (count=882)
Mar 19 15:09:01.808 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:01.809 ROM: trying to set bootvar 'BSI=0'
Mar 19 15:09:01.809 ROM: trying to read bootvar 'RET_2_RCALTS'
Mar 19 15:09:01.809 ROM: trying to set bootvar 'RET_2_RCALTS='
Mar 19 15:09:01.823 ROM: trying to read bootvar 'RANDOM_NUM'
Mar 19 15:09:02.049 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:02.301 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:02.550 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:02.802 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:03.049 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:03.301 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:03.549 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:03.801 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:04.049 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:04.301 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:04.551 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:04.801 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:05.050 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:05.301 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:05.549 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:05.810 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:06.054 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:06.309 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:06.553 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:06.812 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:07.053 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:07.310 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:07.554 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:07.810 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:08.054 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:08.306 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:08.553 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:08.806 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:09.054 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:09.306 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:09.557 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:09.810 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:10.054 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:10.306 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:10.559 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:10.806 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:11.054 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:11.306 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:11.555 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:11.806 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:12.054 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:12.306 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:12.554 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:12.806 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:13.053 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:13.305 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:13.553 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:13.805 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:14.053 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:14.306 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:14.554 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:14.805 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:15.053 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:15.306 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:15.554 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:15.806 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:16.054 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:16.305 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:16.554 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:16.805 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:17.054 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:17.306 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:17.554 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:17.805 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:18.054 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:18.306 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:18.553 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:18.806 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:19.054 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:19.306 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:19.553 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:19.806 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:20.053 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:20.306 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:20.554 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:20.806 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:21.053 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:21.306 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:21.554 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:21.805 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:22.054 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:22.306 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:22.553 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:22.805 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:23.054 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:23.306 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:23.554 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:23.806 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:24.053 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:24.306 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:24.554 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:24.806 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:25.054 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:25.306 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:25.553 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:25.805 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:26.054 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:26.305 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:26.554 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:26.806 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:27.053 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:27.305 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:27.554 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:27.806 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:28.054 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:28.305 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:28.554 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:28.805 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:29.054 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:29.305 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:29.554 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:29.805 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:30.054 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:30.305 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:30.554 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:30.806 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:31.054 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:31.306 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:31.554 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:31.806 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:32.054 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:32.306 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:32.553 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:32.805 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:33.054 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:33.306 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:33.553 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:33.806 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:34.054 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:34.306 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:34.554 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:34.806 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:35.054 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:35.305 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:35.554 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:35.806 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:36.053 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:36.305 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:36.554 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:36.806 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:37.054 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:37.305 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:37.553 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:37.805 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:38.054 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:38.306 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:38.554 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:38.805 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:39.054 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:39.305 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:39.554 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:39.806 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:40.053 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:40.305 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:40.553 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:40.806 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:41.053 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:41.305 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:41.554 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:41.806 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:42.053 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:42.306 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:42.554 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:42.806 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:43.053 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:43.305 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:43.554 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:43.806 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:44.054 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:44.305 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:44.554 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:44.805 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:45.053 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:45.306 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:45.554 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
