Mar 19 15:08:55.403 VTTY: Console port: waiting connection on tcp port 2007 for protocol IPv4 (FD 10)
Mar 19 15:08:55.406 slot0: C/H/S settings = 0/4/32
Mar 19 15:08:55.406 slot1: C/H/S settings = 0/4/32
Mar 19 15:08:55.642 C3745_BOOT: starting instance (CPU0 PC=0xffffffffbfc00000,idle_pc=0x0,JIT on)
Mar 19 15:08:55.642 CPU0: CPU_STATE: Starting CPU (old state=2)...
Mar 19 15:08:55.807 ROM: Microcode has started.
Mar 19 15:08:55.816 ROM: trying to read bootvar 'WARM_REBOOT'
Mar 19 15:08:55.818 CPU0: IO_FPGA: write to unknown addr 0x30, value=0x0, pc=0xffffffff80a99108 (size=1)
Mar 19 15:08:55.818 CPU0: IO_FPGA: read from unknown addr 0x30, pc=0xffffffff80a9911c (size=1)
Mar 19 15:08:55.963 CPU0: IO_FPGA: read from unknown addr 0x6, pc=0x6026e48c (size=2)
Mar 19 15:08:55.964 CPU0: IO_FPGA: read from unknown addr 0x10000a, pc=0x60275d88 (size=2)
Mar 19 15:08:55.964 CPU0: IO_FPGA: write to unknown addr 0x10000a, value=0x0, pc=0x60275d98 (size=2)
Mar 19 15:08:55.964 ROM: unhandled syscall 0x00000047 at pc=0x60a9a89c (a1=0x80007db4,a2=0x00000010,a3=0xbfb00000)
Mar 19 15:08:56.232 ROM: trying to read bootvar 'RANDOM_NUM'
Mar 19 15:08:56.266 CPU0: IO_FPGA: write to unknown addr 0x2e, value=0x20, pc=0x6028323c (size=2)
Mar 19 15:08:56.267 CPU0: PCI: write request (data=0x24000000) for device 'gt96100' at pc=0x60286060: bus=0,device=0,function=0,reg=0xa0
Mar 19 15:08:56.267 CPU0: IO_FPGA: read from unknown addr 0x16, pc=0x6027609c (size=2)
Mar 19 15:08:58.148 ROM: unhandled syscall 0x0000003e at pc=0x60a9a89c (a1=0x80007da4,a2=0x00002580,a3=0x64570000)
Mar 19 15:08:58.149 ROM: unhandled syscall 0x00000047 at pc=0x60a9a89c (a1=0x80007dac,a2=0x00000000,a3=0x64570000)
Mar 19 15:08:58.893 ROM: trying to read bootvar 'BOOT'
Mar 19 15:08:58.893 ROM: trying to read bootvar 'CONFIG_FILE'
Mar 19 15:08:58.893 ROM: trying to read bootvar 'BOOTLDR'
Mar 19 15:08:58.893 ROM: trying to read bootvar 'RSHELF'
Mar 19 15:08:58.893 ROM: trying to read bootvar 'DSHELF'
Mar 19 15:08:58.893 ROM: trying to read bootvar 'DSHELFINFO'
Mar 19 15:08:58.893 ROM: trying to read bootvar 'RESET_COUNTER'
Mar 19 15:08:58.893 ROM: trying to read bootvar 'CHRG_LOCRECSN'
Mar 19 15:08:58.893 ROM: trying to read bootvar 'CHRG_ID'
Mar 19 15:08:58.893 ROM: trying to read bootvar 'SLOTCACHE'
Mar 19 15:08:58.893 ROM: trying to read bootvar 'OVERTEMP'
Mar 19 15:08:58.893 ROM: trying to read bootvar 'DIAG'
Mar 19 15:08:58.893 ROM: trying to read bootvar 'WARM_REBOOT'
Mar 19 15:08:58.978 CPU0: IO_FPGA: read from unknown addr 0x16, pc=0x6081679c (size=2)
Mar 19 15:08:58.978 CPU0: MTS: read  access to undefined address 0x3c080022 at pc=0x60816398 (size=1)
Mar 19 15:08:58.978 CPU0: MTS: read  access to undefined address 0x3c08002b at pc=0x608163dc (size=1)
Mar 19 15:08:58.978 CPU0: MTS: write access to undefined address 0x3c08002b at pc=0x608163e8, value=0x00000020 (size=1)
Mar 19 15:08:58.978 CPU0: MTS: read  access to undefined address 0x3c08002b at pc=0x608163ec (size=1)
Mar 19 15:08:58.978 CPU0: MTS: write access to undefined address 0x3c08002b at pc=0x608163f4, value=0x00000000 (size=1)
Mar 19 15:08:58.978 CPU0: MTS: read  access to undefined address 0x3c08002b at pc=0x60816400 (size=1)
Mar 19 15:08:58.978 CPU0: MTS: write access to undefined address 0x3c08002b at pc=0x6081640c, value=0x00000040 (size=1)
Mar 19 15:08:58.978 CPU0: MTS: read  access to undefined address 0x3c080023 at pc=0x60816420 (size=1)
Mar 19 15:08:58.978 CPU0: MTS: write access to undefined address 0x3c080023 at pc=0x6081642c, value=0x00000000 (size=1)
Mar 19 15:08:58.978 CPU0: MTS: read  access to undefined address 0x3c080023 at pc=0x60816438 (size=1)
Mar 19 15:08:58.978 CPU0: MTS: write access to undefined address 0x3c080023 at pc=0x60816448, value=0x00000080 (size=1)
Mar 19 15:08:58.978 CPU0: MTS: read  access to undefined address 0x3c000002 at pc=0x608181e8 (size=1)
Mar 19 15:08:58.978 CPU0: MTS: write access to undefined address 0x3c000002 at pc=0x608181f4, value=0x00000080 (size=1)
Mar 19 15:08:58.978 CPU0: MTS: read  access to undefined address 0x3c000002 at pc=0x608181f8 (size=1)
Mar 19 15:08:59.084 CPU0: MTS: read  access to undefined address 0x3c000002 at pc=0x60818220 (size=1)
Mar 19 15:08:59.191 CPU0: MTS: read  access to undefined address 0x3c000002 at pc=0x60818220 (size=1)
Mar 19 15:08:59.297 CPU0: MTS: read  access to undefined address 0x3c000002 at pc=0x60818220 (size=1)
Mar 19 15:08:59.404 CPU0: MTS: read  access to undefined address 0x3c000002 at pc=0x60818220 (size=1)
Mar 19 15:08:59.512 CPU0: MTS: read  access to undefined address 0x3c000002 at pc=0x60818220 (size=1)
Mar 19 15:08:59.639 CPU0: MTS: read  access to undefined address 0x3c000002 at pc=0x60818220 (size=1)
Mar 19 15:08:59.639 CPU0: MTS: write access to undefined address 0x3c080007 at pc=0x60816534, value=0x00000002 (size=1)
Mar 19 15:08:59.639 CPU0: MTS: write access to undefined address 0x3c080008 at pc=0x6081653c, value=0x00000002 (size=1)
Mar 19 15:08:59.639 CPU0: MTS: write access to undefined address 0x3c080009 at pc=0x60816544, value=0x00000002 (size=1)
Mar 19 15:08:59.639 CPU0: MTS: write access to undefined address 0x3c08000a at pc=0x60816548, value=0x00000002 (size=1)
Mar 19 15:08:59.639 CPU0: MTS: write access to undefined address 0x3c08000b at pc=0x6081654c, value=0x00000002 (size=1)
Mar 19 15:08:59.639 CPU0: MTS: write access to undefined address 0x3c08000c at pc=0x60816550, value=0x00000002 (size=1)
Mar 19 15:08:59.639 CPU0: MTS: read  access to undefined address 0x3c080022 at pc=0x608173d4 (size=1)
Mar 19 15:09:00.225 CPU0: IO_FPGA: read from unknown addr 0x4c, pc=0x60277288 (size=2)
Mar 19 15:09:00.225 CPU0: IO_FPGA: write to unknown addr 0x4c, value=0x0, pc=0x60277290 (size=2)
Mar 19 15:09:00.225 CPU0: IO_FPGA: read from unknown addr 0x2e, pc=0x602772b0 (size=2)
Mar 19 15:09:00.225 CPU0: IO_FPGA: write to unknown addr 0x2e, value=0x40, pc=0x602772c0 (size=2)
Mar 19 15:09:00.257 CPU0: JIT: partial JIT flush (count=871)
Mar 19 15:09:00.537 CPU0: JIT: flushing data structures (compiled pages=1028)
Mar 19 15:09:00.782 CPU0: JIT: partial JIT flush (count=912)
Mar 19 15:09:01.125 ROM: trying to read bootvar 'PMDEBUG'
Mar 19 15:09:01.133 ROM: trying to read bootvar 'MONDEBUG'
Mar 19 15:09:01.483 CPU0: JIT: flushing data structures (compiled pages=1057)
Mar 19 15:09:01.538 ROM: unhandled syscall 0x0000001a at pc=0x60a9a89c (a1=0x653b6d84,a2=0x00000001,a3=0x00000023)
Mar 19 15:09:01.538 ROM: unhandled syscall 0x00000009 at pc=0x60a9a89c (a1=0x653b6d84,a2=0x00000001,a3=0x00000023)
Mar 19 15:09:01.748 CPU0: IO_FPGA: read from unknown addr 0x16, pc=0x6081675c (size=2)
Mar 19 15:09:01.748 CPU0: IO_FPGA: write to unknown addr 0x16, value=0x1, pc=0x60816764 (size=2)
Mar 19 15:09:01.749 ROM: trying to read bootvar 'ROM_PERSISTENT_UTC'
Mar 19 15:09:01.830 CPU0: JIT: partial JIT flush (count=884)
Mar 19 15:09:02.000 ROM: trying to set bootvar 'BSI=0'
Mar 19 15:09:02.000 ROM: trying to read bootvar 'RET_2_RCALTS'
Mar 19 15:09:02.000 ROM: trying to set bootvar 'RET_2_RCALTS='
Mar 19 15:09:02.003 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:02.014 ROM: trying to read bootvar 'RANDOM_NUM'
Mar 19 15:09:02.250 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:02.500 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:02.748 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:03.001 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:03.248 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:03.502 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:03.748 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:04.000 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:04.248 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:04.500 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:04.750 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:05.000 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:05.250 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:05.500 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:05.748 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:06.000 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:06.249 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:06.501 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:06.748 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:07.008 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:07.250 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:07.505 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:07.748 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:08.001 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:08.248 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:08.506 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:08.749 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:09.000 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:09.248 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:09.500 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:09.748 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:10.000 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:10.248 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:10.507 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:10.749 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:11.003 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:11.248 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:11.500 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:11.748 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:12.000 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:12.248 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:12.500 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:12.748 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:13.000 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:13.248 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:13.500 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:13.748 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:14.000 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:14.248 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:14.500 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:14.748 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:15.000 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:15.248 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:15.500 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:15.748 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:16.001 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:16.248 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:16.500 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:16.748 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:17.000 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:17.248 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:17.500 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:17.748 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:18.000 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:18.248 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:18.500 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:18.748 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:19.000 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:19.248 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:19.500 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:19.748 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:20.000 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:20.248 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:20.500 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:20.748 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:21.000 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:21.248 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:21.500 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:21.748 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:22.000 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:22.248 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:22.500 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:22.748 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:23.000 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:23.248 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:23.500 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:23.748 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:24.000 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:24.248 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:24.500 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:24.748 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:25.000 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:25.248 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:25.500 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:25.748 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:26.000 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:26.249 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:26.500 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:26.748 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:27.000 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:27.248 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:27.500 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:27.748 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:28.001 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:28.248 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:28.500 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:28.748 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:29.000 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:29.248 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:29.500 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:29.748 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:30.000 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:30.248 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:30.500 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:30.748 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:31.000 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:31.249 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:31.500 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:31.748 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:32.001 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:32.248 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:32.500 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:32.748 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:33.000 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:33.249 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:33.500 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:33.748 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:34.000 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:34.248 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:34.500 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:34.748 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:35.000 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:35.248 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:35.500 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:35.748 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:36.000 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:36.248 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:36.500 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:36.748 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:37.000 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:37.248 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:37.500 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:37.748 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:38.000 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:38.248 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:38.500 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:38.748 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:39.000 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:39.248 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:39.500 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:39.748 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:40.000 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:40.248 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:40.500 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:40.748 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:41.000 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:41.248 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:41.500 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:41.748 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:42.000 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:42.248 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:42.500 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:42.748 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:43.000 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:43.248 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:43.500 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:43.748 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:44.000 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:44.248 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:44.501 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:44.748 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:45.000 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:45.248 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:45.500 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:45.748 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
